genename	coding_BF
COPS7A	0.7711334038
AQP10	0.772647616
CSF3R	0.4963155762
LRRC46	0.7741650615
HOXD8	0.772647616
PRKCH	0.5154470209
GLTP	0.7818010525
SMAD4	2.9279634843
KCNK7	0.7864219294
TMEM74	0.772647616
CCDC27	2.4749628873
SRSF5	0.7711334038
TNRC18	2.8789848979
ALDH3A1	2.6056988243
CIDEA	0.772647616
KIR2DL4	0.772647616
SLC25A15	0.7741650615
SPATC1	0.5822512588
PPP1R35	0.7696224177
HPSE	0.6819429442
ZRANB2	0.772647616
PROSC	0.7741650615
ELMOD1	0.7941895209
NCR1	0.7666100935
OSGEPL1	0.772647616
PBX4	3.2294916275
IL12B	0.76811465
RDH11	0.7696224177
CDK7	0.7848783459
CLPP	0.7666100935
TAAR8	0.7802673274
FLII	1.0790180135
CERS1	0.7772096826
LRRC52	0.7621156163
WBSCR22	0.7696224177
AKNAD1	0.5712206427
NEUROD6	0.7651087406
AZGP1	0.7666100935
PEX7	0.8270833908
BPIFB4	0.5767072995
KL	0.3987670692
KIR2DS4	0.772647616
NECAB1	0.8487702656
PPP1R3B	0.763610584
INTS7	2.3115563197
TRIM59	0.7772096826
SIAH1	0.7756857479
RNF152	0.7910725189
FOXRED2	0.4637936852
SERPINB2	0.7415168243
RELL2	0.763610584
OXA1L	2.7977901736
TMEM209	0.667552965
CCNB3	1.7617315719
TMOD2	0.7879688143
KRR1	0.7666100935
NRIP1	0.4824733028
PROCR	0.7621156163
PHKG1	0.6497137986
ERLIN2	0.7696224177
RHOV	0.7606238302
UCK1	0.7621156163
ZC3H15	0.7696224177
PGBD2	2.7737118401
UBE2R2	0.8131742595
DEK	0.7772096826
RNF133	0.7756857479
EGLN3	0.7606238302
AP2A2	0.4100196205
DHX9	1.7218610833
KLHL9	0.6484595458
CALHM3	0.7591352184
PPP1R3C	0.772647616
AMN	0.6472079241
UBE3C	1.7764761203
ITGA8	1.8483557519
NT5C1A	0.6509706882
C16orf86	0.7561674882
HS3ST5	0.7561674882
RNF215	0.7546883553
NPY5R	0.7532123675
KRTAP4-2	0.8958012482
CEP44	0.7756857479
TRIM74	0.7606238302
RDH16	0.7502697984
RNASE8	0.8959793004
PPIE	0.7621156163
C2orf47	0.7576497734
NEU1	0.6472079241
FAM55B	0.6497137986
ZNF639	0.7517395176
TPSD1	0.738623887
DMAP1	2.673848566
ACTR1B	0.6459589272
PLA2G15	0.6509706882
NKD2	0.6636859434
TFEC	0.7957530278
SYT13	0.7591352184
EMR2	0.4725888927
ZNF193	0.7651087406
MEF2B	0.7576497734
ZNF69	0.9125259644
MAP3K10	1.6829630121
COPS2	0.7621156163
FCGR2C	0.7621156163
FAM110A	0.747339723
EFCAB1	0.9011595966
SDPR	0.6397531097
OR2B11	0.7429679103
SLC25A46	0.7502697984
SLC14A1	0.7502697984
BEST3	2.6623578099
FUT6	0.6422276271
ITM2C	0.7488032025
LRRC23	0.7651087406
EPT1	0.7651087406
C4orf26	0.8899470626
USP53	0.4953794657
FAM178A	0.4637936852
PPP1R10	0.4492470079
RFXANK	0.7517395176
SYNGR3	0.747339723
RNASE2	0.8881812927
POLG2	0.6598432558
ORMDL1	0.8858914866
PRG4	0.3907283475
DNAJB11	0.7488032025
IMPA2	0.7517395176
PRKAB1	0.7488032025
CAPZB	0.7941895209
PTGFRN	1.6690543585
UGT1A6	0.6509706882
ZBTB40	1.6934766058
SDR9C7	0.747339723
KREMEN2	0.7458793525
ZNF99	0.6547572388
SEMA6C	2.1370105789
CLIC3	0.7429679103
IQCD	0.7546883553
NUDT12	0.7561674882
MRPL21	0.8880049254
PCGF6	0.76811465
C4BPA	0.6459589272
FYTTD1	0.7561674882
UBL7	0.7502697984
OR13J1	0.7429679103
BTN3A2	0.7561674882
ZNF575	0.744422084
ZNF343	0.6611214581
C1orf194	0.8836081001
APOH	0.7576497734
FOPNL	0.8865953577
SLC24A3	2.4433981405
CLIC6	0.7606238302
CLEC6A	0.8897703139
INSIG1	0.7561674882
SLC10A5	0.7561674882
MS4A5	0.8836081001
SNAPC1	0.7711334038
YLPM1	0.7785439596
SLC39A8	0.7864219294
C2orf65	0.6727471351
CKMT2	0.657294901
CTSD	0.6348351014
BTBD8	0.7666100935
FBXL3	0.7400688189
TMEM177	0.738623887
PHF10	0.747339723
MYL6	0.8787117489
ACOT6	0.8766223536
MAGEB1	0.738623887
COL24A1	0.3372952104
MBNL2	0.6966707098
CYC1	0.7371820216
CALCOCO2	0.7488032025
CYB5RL	0.7606238302
CTRC	0.7371820216
OPA3	0.7546883553
FBXO22	0.7458793525
SDR42E1	0.7328747537
GALNT2	0.5901103058
LANCL1	0.7502697984
TMEM18	0.8733251871
CMKLR1	0.738623887
NUBPL	0.772647616
SGOL2	0.475262647
TP53BP1	1.0898864097
GIT2	2.1735068499
SORBS1	6.6573731525
VPS18	1.5718522495
PAX8	0.6422276271
SECISBP2	0.5593485593
TFG	0.747339723
HMOX2	0.7576497734
FAM69B	0.6263271574
TBX6	0.6239191334
WTAP	0.738623887
SEC14L2	0.738623887
LINGO4	0.6251218854
NPR1	0.4434018436
GXYLT2	0.7517395176
DPP7	0.536400592
USP18	0.738623887
C1orf123	0.869007344
SLC12A7	0.2623658282
TRIM65	0.7300184453
PPARGC1B	1.6725198492
TNNT1	0.7300184453
RASL10B	0.7300184453
RBCK1	0.6263271574
ECI1	0.747339723
DLX1	0.7271742348
CH25H	0.7257566489
CPT1B	2.0314366133
KCNK18	0.7415168243
TMEM170A	0.8717680814
CEP152	0.3524404561
PKP4	0.3710488726
HDDC2	0.8740182049
NOV	0.7243420667
ECM1	0.6372889501
SLC14A2	0.4543237626
NDRG2	0.7243420667
SCFD2	0.5529860749
RASSF1	0.7257566489
KLRF1	0.8659128757
DNAJB2	0.7215218857
IQUB	2.6853929301
ACBD4	0.7415168243
OR9Q1	0.7895190082
CD22	2.0400156038
FA2H	0.7371820216
C20orf160	0.7300184453
ANKRD42	0.7621156163
SDCBP2	0.7343074619
TIMELESS	0.3793479802
HIST1H4H	0.8578892325
CELA3B	0.738623887
MPV17	0.8635143528
ATP1A4	1.7326373262
KCNAB1	0.7145235177
PRR22	0.7201162733
IDH3A	0.7257566489
SLC10A2	0.7215218857
RACGAP1	0.6299581502
PPP6R2	1.6759931093
TIFAB	0.8538232709
C1orf116	0.6155699504
CCDC3	0.7756857479
HERPUD2	0.744422084
DPRX	0.8568707717
C6orf106	0.7711334038
KLHDC1	0.7429679103
RNPEPL1	2.6395360517
TAOK1	0.4852078538
LIPM	0.7201162733
FBXO4	0.8619762614
RNF8	0.7300184453
SEC14L5	0.5283111504
GLO1	0.8583989566
CR1L	2.8776177219
RAET1E	0.8531476506
CMTM5	0.8539922669
TPPP2	0.8509558969
B3GNT2	0.7229304813
CDK13	1.7111571647
PSAPL1	0.6038524293
APOA1	0.7117448612
KANK4	0.4384573964
WFDC1	0.8376022488
PLS1	0.6560247364
PRMT3	0.6714444873
LDLRAD1	0.8561925284
GATM	0.7215218857
TSG101	0.7328747537
GET4	0.7173139703
MAST3	1.0162142299
MEGF6	4.4515767773
PPIL1	0.8568707717
SLC2A7	0.600384602
PHF23	0.7145235177
RNF14	0.7201162733
CLMP	0.7502697984
SLC26A5	0.5745057965
TREX1	0.7257566489
THEM4	0.8659128757
TARDBP	0.715917266
LCA5	0.6372889501
CPN1	0.6191332108
PRPF38B	0.6120289625
MRPL54	0.845586856
MC5R	0.7089779471
SNRNP27	0.8499463843
CPA3	3.3009569492
KARS	0.6132068263
TCEA2	0.7103599397
PYGO1	0.7271742348
MAP2K4	0.76811465
REST	2.0529575386
ALAD	0.7103599397
LRCH4	2.0400156038
AP3B2	1.6213428822
POLR3D	0.7243420667
SLC7A13	0.7243420667
GLUL	0.7062227214
POLR3A	0.3210960278
PLEKHG6	0.5203540477
PUS3	0.7075988765
C8orf86	0.8434162164
STK19	2.8527963648
SLC2A10	0.6108535566
ENTHD1	0.6701445805
WDR76	0.6215211664
TUBA3E	0.6073420314
INPP5K	0.7103599397
PSMD6	0.7103599397
BRD9	0.6120289625
PPIL4	0.7371820216
TEK	0.4303491611
SAMD3	0.7062227214
TRPC4AP	0.5477440463
HIST1H2BO	0.839258922
TDRD12	0.7371820216
PRKACB	0.7848783459
ARHGEF7	0.4664134369
C6orf168	0.7285948313
DDX1	0.6179429733
PDK2	0.7048494751
LRCH3	0.5446247567
CDK14	0.715917266
C12orf32	0.8415842542
FUT9	0.7802673274
PRR23B	0.7007471222
TMEM161B	0.7371820216
HMGCLL1	0.7576497734
MYC	0.6993854446
MAPKAPK2	0.7201162733
MTL5	0.7173139703
PKN1	1.5589318913
PAQR6	0.7173139703
TMEM81	0.8303550186
COL17A1	0.2803646189
TBX10	0.7131327183
FAM168A	0.8004636649
ST14	1.5653776814
KLF7	0.7229304813
PIPOX	0.7007471222
FIBP	0.6980266426
MYL5	0.8303550186
GHDC	0.7034791309
GPR172A	0.6966707098
DEFB119	0.9668971337
ZSCAN30	0.7243420667
SLFN11	0.5213415286
NSMCE2	0.8379332987
KANSL2	0.7048494751
ZNF75D	0.7215218857
SLC38A6	0.7561674882
CALCRL	0.738623887
AGK	0.7415168243
ST8SIA6	0.7400688189
TRPM2	0.7357668434
CHCHD3	0.8563620344
C20orf4	0.7131327183
PLA2G2F	0.8244761811
CASK	2.0659881899
CDC7	3.0847989229
PSMB9	0.8207439628
PSMD11	0.7089779471
C1orf110	0.8233383386
OR5H2	0.8196117201
SOCS7	0.7131327183
ZNF436	0.693967425
IQCK	0.7576497734
BECN1	0.693967425
ERGIC1	0.7201162733
MRPL52	0.9544109836
MKRN1	0.6993854446
TPCN2	0.4991354534
FARSA	0.5935136857
DDX23	1.9933104206
C6orf48	0.9534578023
POM121L12	0.6872589653
PPIC	0.8249643513
ATP6V1G3	0.9601518865
EDNRA	0.7173139703
NUP50	0.6926200601
DRD3	0.7089779471
HOXD13	0.6885949973
OR6C76	0.8179971759
JRK	0.6819429442
TIMD4	0.7173139703
SLU7	0.6885949973
B4GALT5	0.7215218857
FOLR2	0.8179971759
ATP2A1	1.4929544038
OR4C13	0.8163860897
NRN1L	0.8163860897
DDX31	0.4484068866
LRMP	0.7034791309
C3orf62	0.8213917222
ZNF155	0.7021116821
FOSL2	0.6926200601
C10orf113	0.9591924662
LHX4	0.6819429442
C20orf54	0.6806209335
ACTR1A	0.6926200601
SULT6B1	0.8196117201
NQO2	0.8131742595
C5orf43	0.9502247247
TRAF3IP1	0.6050132033
IER5	0.6832677463
TRIM6	3.0780858817
KLHDC3	0.6859257505
DEFB115	0.946814461
MFSD1	0.7048494751
NDUFS1	0.6108535566
PRKAR2A	0.7285948313
CD6	0.592376862
SPINK7	0.9439827448
CCDC30	0.6422276271
ZWINT	0.8115734993
KRT8	0.5992334731
AGFG2	0.6899338527
TRAPPC4	0.8131742595
PDLIM4	0.6885949973
B4GALT3	0.6859257505
KCNJ14	0.6832677463
GZMB	0.8115734993
CASP9	0.7089779471
MCU	0.7818010525
APOBEC3B	0.6859257505
FASTKD5	0.5878531689
NCL	0.5844850322
CD63	0.8131742595
DEFB108B	0.9473819124
BTNL3	0.6859257505
PDZD7	0.5889805626
VMP1	0.744422084
MKKS	0.6899338527
JAK1	1.604661625
ALDOA	0.6872589653
GSDMA	0.6966707098
INTS1	2.7891774636
METTL12	0.8052046401
CPA5	0.6832677463
ATOX1	0.950604467
DHODH	0.6966707098
FAM200A	0.944171239
OR10A3	0.8067917436
CAMK2D	0.7117448612
MTMR10	0.5969384028
RPUSD4	0.6806209335
NAIF1	0.679301708
WDR93	0.6026940747
CYYR1	0.8430828101
OR11H6	0.8067917436
ALDH1L1	0.4351943707
MYO5C	1.0387720863
OR2H2	0.7973198823
TRIM72	0.6819429442
MMP7	0.8067917436
VAT1	0.6779852612
GLOD4	3.5025940347
ACY1	0.6766715868
PROZ	0.6926200601
ST6GALNAC6	0.6806209335
ZFYVE9	1.6759931093
SAP130	0.4287471307
TIGD6	0.6926200601
RSF1	1.6690543585
DNAH17	3.6715597292
CNTN6	0.5010250356
NKAPL	0.6859257505
SLC7A2	0.5723134207
ABCB9	1.9933104206
BCLAF1	0.5144716596
KPNA2	0.6779852612
AKAP1	1.9314731091
PEAR1	8.1974361627
C5orf58	0.9394711444
LRRC31	0.6966707098
CDC14A	0.6385197381
CCNB1IP1	0.8099761653
MOGS	0.4972536081
C1QTNF2	0.6779852612
DNAJC8	0.8179971759
CCL11	0.9329337211
HLA-DPA1	0.7864219294
RHO	0.667552965
NDUFB3	0.9411602397
FZD3	0.6061764022
AP1G2	0.4981935658
NUP214	0.8655150383
SPINT4	0.9323756776
TRAPPC11	1.9559558168
OR13D1	0.8004636649
DEFB136	0.9297762716
MUS81	0.5889805626
C12orf39	0.9307037248
COX7A2	0.9340508984
PITRM1	1.8101408011
TCP11L2	0.7007471222
OR5L2	0.798890092
C21orf63	0.7075988765
GP5	0.4907275858
OR4B1	0.8004636649
PRRC2C	0.7314884233
HIST1H3H	0.798890092
SNX30	0.7187136371
ZNF727	0.6845953463
CKMT1B	0.67405253
LPCAT4	0.6727471351
SIN3A	1.5718522495
TRAF3IP3	0.6885949973
PTOV1	0.6727471351
EAF2	0.8218779067
KHDRBS3	0.7576497734
TCP1	0.6688474085
BEND7	0.6872589653
PTPRJ	0.335452265
DSG2	1.9477578825
PHOSPHO2-KLHL23	0.6832677463
CCL17	0.9251540619
ZNF580	0.926261108
LGALS12	0.7973198823
H6PD	0.4224034508
TUBA1C	0.6714444873
ACTL7B	0.5690418811
ACLY	1.4807324143
C2orf15	0.92792438
NCAN	1.280836365
MEIG1	0.9297762716
APBA2	0.4484068866
ORC2	0.6899338527
C11orf94	0.9242326229
OR5T2	0.7895190082
ZNF787	0.67405253
MIER3	0.6766715868
CASP14	0.7910725189
HPX	0.667552965
MC1R	0.6714444873
DIEXF	2.4643926296
DCDC2B	3.5964506759
TMC4	2.1324952884
DCDC5	0.5415247538
FMO3	0.679301708
SESN3	0.6899338527
GPR141	0.7910725189
P2RX1	0.6636859434
SDHA	2.0967417385
DHCR24	0.5723134207
RNF148	0.7895190082
ODC1	0.662402352
SCUBE2	9.1580710342
MTERFD3	0.7879688143
RHD	0.6912755382
YTHDF3	0.6779852612
ANKRD10	0.67405253
NRBP1	0.6662612437
LCNL1	0.9152551673
SENP7	2.1551752741
FAM84A	0.6636859434
CD300A	0.7879688143
LCE1C	0.9134347138
TSSK1B	0.6688474085
ZNF350	0.679301708
SLC30A3	0.657294901
MCAT	0.6727471351
SPC24	0.9148907611
ADH4	0.7696224177
COX8C	0.9114367631
TXNL4B	0.9137984892
WT1	0.667552965
ROBO1	0.2927530441
COMMD6	0.9174449228
BARHL2	0.6585677388
RPS28	0.908539134
APOC3	0.9110740103
WDR16	0.5800267575
ATP5L	0.9127076356
SPRYD3	0.6585677388
ALX4	0.6611214581
PMCH	0.9083583652
KIR3DL2	0.662402352
ZFP90	0.6585677388
C14orf119	0.9049311809
KDR	1.4686183457
TSPYL5	0.6547572388
RNASE12	0.9054713789
SLC10A7	0.7864219294
C9orf114	0.6688474085
PPM1F	0.6598432558
AMHR2	0.6649722386
C6orf127	0.9072745737
SCAF4	0.4062309361
ZSWIM3	0.5647113931
GLT6D1	0.7772096826
POLR3F	0.7848783459
IFI35	0.7787368733
SH2D1B	0.907996945
NME1-NME2	0.7621156163
HMBOX1	0.7300184453
GLB1	0.5800267575
KCNK4	0.6560247364
SRCRB4D	0.5636343741
TAAR5	0.7756857479
LBH	0.9034923661
HORMAD1	0.7864219294
RG9MTD2	0.7802673274
TOX4	0.657294901
ZNF605	0.6534924023
RNASE6	0.8991908316
GGCT	0.9015180574
MGAT4A	0.6980266426
PCDHB5	0.3907283475
INSL4	0.898654708
PATL2	0.6547572388
FUT3	0.6497137986
FUT1	0.6422276271
NDUFB6	0.908719942
KRT39	0.6688474085
AP3B1	0.4833829557
ECSCR	0.9426644315
ZAK	0.7229304813
RINL	0.6509706882
ATP6V1G2	0.8947337428
COG7	0.4991354534
IFNA6	0.8982974854
BMP8B	0.6585677388
STRA6	0.5701301312
CALCA	0.8995484406
SYN2	0.7328747537
GCAT	0.662402352
NOS1AP	0.7741650615
HLA-E	0.6472079241
TBC1D7	0.7741650615
OGFR	0.555098124
ITGAD	0.3537354691
KDELC1	0.662402352
C10orf120	0.76811465
FAM177B	0.9013388076
CST5	0.8906544394
LYZ	0.8943782153
SERPINB10	0.772647616
TMPRSS7	0.6472079241
NCOA7	0.519368598
SNTA1	0.6598432558
SHE	0.6522302208
NBEAL1	0.4062309361
PLSCR3	0.7666100935
C6orf130	0.8940228414
CACNG4	0.6560247364
IFNA8	0.8908313791
WDR31	0.7606238302
ZC3H3	1.4807324143
SLC46A1	0.6422276271
GPAM	0.558282646
EXOC5	0.6701445805
OCIAD2	0.9022354443
DHRS4L2	0.9103489758
OPALIN	0.8913624278
GBP1	0.6434687847
XKR9	0.7941895209
SLC30A10	0.6447125494
CDK8	0.7089779471
PPM1H	0.6385197381
FBLN5	0.6509706882
NPAT	0.4017346003
HIST1H2BA	0.8820310444
CSF2	0.8857156138
GNPNAT1	0.8942005091
DIRC2	0.6899338527
OPTN	0.6611214581
PPP1R14D	0.8934900685
APOA5	0.6497137986
CORO1C	0.6727471351
ANGPTL5	0.7711334038
MVD	0.6360607398
TMEM237	0.7696224177
OIP5	0.7666100935
LILRA3	0.6534924023
SYNC	0.8975835036
C15orf41	0.8660844759
TRIM47	0.6360607398
GPR155	0.5647113931
TRAK2	2.3017378338
NHLRC2	0.6598432558
CST7	0.8850125024
PUM1	1.5397658186
C11orf40	0.8754060355
MEIS1	0.6845953463
IL1RN	0.8830820743
MINK1	1.4566111741
JPH4	0.6385197381
DNALI1	0.7606238302
FLI1	0.6598432558
IL2RB	0.632391517
SLC25A20	0.7756857479
GBP6	0.6385197381
IGSF8	0.5425559531
WDR18	0.6336120291
XYLT2	1.8253234201
MRPS35	0.7711334038
NCOA1	1.5653776814
CTSL2	0.7591352184
ZNF732	0.6447125494
ARFGAP1	0.6409890708
HCRTR2	0.667552965
HEATR5B	4.3473027807
PALM2	0.7062227214
PATL1	0.6422276271
ADH1A	0.7576497734
GYLTL1B	0.5508827525
RELT	0.6397531097
C11orf52	0.87784051
GPRC5B	0.6263271574
CDKN2AIP	0.6311735593
SLC35B3	0.7561674882
ZNF304	0.6275349551
ABHD2	0.662402352
MNDA	0.7546883553
C10orf111	0.8729789024
TECTB	0.7532123675
F2RL1	0.7532123675
C12orf52	0.7502697984
CCDC157	0.5561574333
PRMT6	0.6287452841
C2orf42	0.6409890708
N4BP2L2	0.6872589653
IFLTD1	0.8004636649
ADAM2	2.6969911715
C7orf11	0.8681465648
TLE6	0.6397531097
OR1M1	0.7488032025
TUBG2	0.6287452841
DDIT4L	0.864027713
C3orf22	0.868662921
BTBD17	0.6263271574
B3GNT3	0.6275349551
CLEC4E	0.869007344
FSD1L	0.6701445805
MOCS2	0.8724597553
C12orf69	0.861123054
LILRA1	0.6397531097
UBL4B	0.866256113
SELS	0.8655697864
KIAA1586	0.632391517
CNNM2	1.54294242
OR8S1	0.7415168243
ZNF800	0.6336120291
TRAT1	0.8766223536
CLASP2	1.6179917146
C2orf29	0.6263271574
RNF103	0.6263271574
FCHSD1	0.5446247567
PTH2	0.8655697864
SMAP1	0.7145235177
SLC33A1	0.6336120291
MRPL27	0.8602707649
C3orf39	0.5353820935
POLI	0.6447125494
ACADSB	0.7488032025
NRIP3	0.8734983855
ERCC4	0.4620560627
MANBA	2.3714255711
AGAP7	0.5446247567
CAMP	0.863685436
RPL24	0.8647127098
TMEM95	0.8612936219
HSD17B3	0.7651087406
RORC	0.6251218854
SLC1A1	0.6348351014
GPR153	0.6239191334
EPHX4	0.7532123675
WBSCR17	2.2390055408
PLA2G5	0.861123054
RPS19BP1	0.8643701376
REP15	0.8597598319
CPEB2	0.6497137986
NUDT9	0.7532123675
STX11	0.632391517
LRCH1	0.5878531689
ATP8B2	1.3895942051
EFNA4	0.8638565561
POU3F2	0.62032594
AGPS	0.6859257505
HSD17B1	0.6227188956
TXLNA	0.6251218854
PLCG2	1.1693529656
ATAD1	0.772647616
DYNC1I2	0.6459589272
PGAM2	0.738623887
SNRPB2	0.8630013243
CTHRC1	0.8652268449
RTCD1	0.7488032025
CLEC4A	0.8506192479
AP1S3	0.8897703139
LRRIQ4	0.6239191334
PAK4	0.5456623706
FAM116B	0.6239191334
MRPS34	0.8587389557
ZAR1	0.8583989566
DDX56	0.62032594
TMEM107	0.8583989566
PROC	0.62032594
CMTM7	0.8813311136
RHBDL1	0.6191332108
C3orf26	0.8115734993
TRIM40	0.847260713
ABI3BP	2.1324952884
KIAA1161	1.3394678385
NKG7	0.856531577
RNF149	0.6299581502
YTHDC2	1.5621511977
SASS6	0.6534924023
HPGDS	0.8705590868
PLA2G1B	0.8594193932
MTX3	0.8578892325
C10orf91	0.8568707717
DNAJC5G	0.8597598319
AGAP1	1.5052853487
SETDB2	0.6348351014
ENDOU	0.7415168243
FBXL7	0.5164243909
RHEBL1	0.8587389557
LAX1	0.7371820216
UFC1	0.8550070071
FUBP1	0.6275349551
PAF1	0.6179429733
ACAP3	0.5293150448
TBRG1	0.854330368
C1orf64	0.8517981535
MYH2	4.5253474078
TLL2	0.351150586
RGS8	0.8616348682
SLC25A19	0.7328747537
PMM1	0.7371820216
PIK3IP1	0.8541612993
HRASLS2	0.8517981535
PHC2	0.4534733291
NME1	0.8432494953
HLA-DOB	0.8409191594
LRRC55	0.7285948313
DDRGK1	0.7271742348
CLNS1A	0.8612936219
SLC25A18	0.738623887
ASB6	0.6143871538
PTCRA	0.8512926908
HNRPDL	0.7271742348
ADI1	0.8499463843
SBK1	0.6227188956
GSTM3	0.8457540798
ASAH1	0.7285948313
ZNF181	0.7328747537
FAM18B1	0.8630013243
RAMP3	0.8555148689
RGS16	0.8464233345
SLC2A4	0.6108535566
ZNF793	0.738623887
MEGF11	12.0816785436
ST6GALNAC2	0.7300184453
MYCBPAP	0.459462869
TPH1	0.7328747537
HIBCH	0.7787368733
ABAT	0.6061764022
COL25A1	11.577179032
MS4A7	0.8512926908
CCBL2	0.7415168243
AP3S2	0.8771441953
VTCN1	0.8657413126
BCL2L14	0.8387615462
C11orf88	0.8512926908
SCCPDH	0.7400688189
CTSW	0.7229304813
SLC30A7	0.7621156163
PACSIN3	0.6085100966
MASP1	2.4909102243
MED22	0.8385958255
C11orf34	0.8459213395
YEATS4	0.8526413169
GPX5	0.8394247853
DOK1	0.6061764022
CYP3A4	0.7145235177
RNLS	0.7666100935
ERMN	0.8382644909
BIRC5	0.8376022488
CTAGE1	0.6061764022
CRIP3	0.8395906841
C19orf26	0.6073420314
BTBD11	1.6314414208
FAIM	0.8502827437
NACA2	0.8376022488
KDELR1	0.8405868264
SOGA3	1.3340198593
OPN1SW	0.7187136371
SULT1E1	0.8236632621
CRISP2	0.8432494953
ATP1A3	1.358725649
ZNF33B	0.6167552216
CYP11B2	0.600384602
CYP2C9	0.7117448612
TAS2R19	0.832653531
DPY19L2	0.555098124
TSSC4	0.715917266
TM4SF4	0.8387615462
TDGF1	0.8342995615
GTF2IRD1	1.465606571
CALU	0.8407529751
ATP5S	0.8390930945
TTF2	1.8063664891
HIST1H2AH	0.8334761043
RUFY3	2.9026726392
CNO	0.8319961079
ZFAND6	0.8693519156
LYZL1	0.8347940604
EVI2A	0.8341347993
BAG1	0.8356189338
SLCO4A1	0.4500888385
SYNGR1	0.7187136371
PLA2G12B	0.8435829734
CDK5RAP1	0.6287452841
DPYS	0.7089779471
CCDC80	0.4434018436
CTSO	0.8338053811
C16orf57	0.8402546362
RGS6	0.6727471351
UCP3	0.7145235177
ZNF747	0.8311751228
FMO5	0.6980266426
KIFC1	0.5446247567
LRIG1	0.3683264596
RBM33	1.6079829961
CORO2A	0.6038524293
MRFAP1L1	0.8285538853
PLXNA1	1.7224505654
ZNF799	2.8776177219
HP	0.7145235177
KHDC1	0.8612936219
CNGB1	1.2224882459
C3orf72	0.8262676759
ADAD2	0.5174037741
PPP3R2	0.8262676759
TLR4	0.6108535566
C19orf73	0.826104638
TFCP2L1	0.6096806031
TTC7A	0.4620560627
RAC2	0.8236632621
ADAT2	0.8354538883
C17orf102	0.8212297303
ABCF2	0.5980847418
LAMB4	1.0811823037
GABRR3	0.7187136371
FABP6	0.8385958255
GSTM4	0.82757324
TAF15	0.6108535566
UTP14C	0.6038524293
KDELR2	0.8296995689
SLC22A25	0.6806209335
NIT1	0.8272466388
PUS1	0.5957944507
PRSS37	0.8246388696
C1QTNF8	0.7062227214
EHD4	0.52630956
CALR3	0.7117448612
DET1	0.6050132033
FOXO1	0.6336120291
KIF9	0.5283111504
AKIP1	0.825615734
CYB561D2	0.8239883251
FNDC9	0.8209058506
CEP89	0.5435892858
GATC	0.8285538853
SYDE1	0.5946528801
EPHX2	0.6085100966
C10orf107	0.8702139948
PPAPDC1B	0.8239883251
LPO	0.5243162039
CDKN1A	0.8205821097
KLHL10	0.592376862
GDPD4	0.7034791309
TUSC5	0.8179971759
PRKRIP1	0.8315034111
AACS	0.5353820935
MS4A1	0.8215537489
LYSMD1	0.8179971759
NUB1	2.7439283479
OR8K5	0.819773365
SOD2	0.8212297303
TAS2R30	0.8179971759
SLC2A5	0.592376862
RHBG	0.7034791309
MYL9	0.8212297303
MFSD11	0.7173139703
FEZ2	0.8290446817
DTWD1	0.8303550186
HIST1H2AB	0.8163860897
CPLX1	0.82757324
C19orf52	0.8179971759
SIX4	0.5067405494
CENPK	0.8399225888
CD14	0.585605409
LIPI	0.7400688189
NIPSNAP1	0.8280634048
TAS2R3	0.8163860897
C1orf216	0.8163860897
NME4	0.8163860897
ECHDC2	0.7103599397
TMEM33	0.825615734
HIST1H3F	0.8147784536
GNB3	0.6980266426
SOCS6	0.5957944507
RUSC2	1.1529730811
CCDC103	0.8131742595
UGT2B7	0.7021116821
ATPBD4	0.9008012909
OR5B17	0.8115734993
TAF11	0.8163860897
CTPS2	0.6372889501
GATAD2B	0.6167552216
CDH5	1.7040611413
AKR7A3	0.6993854446
NXNL1	0.8115734993
CCDC115	0.8115734993
SLC5A5	2.1735068499
IGSF6	0.8131742595
CNPY4	0.8131742595
GPX3	0.8052046401
OR10J5	0.8115734993
MRPL4	0.693967425
ANKRD45	0.8432494953
SLC43A2	0.5889805626
OR4D1	0.8067917436
LGALS3	0.8179971759
ADD2	0.5223310452
C22orf31	0.8083822493
OR5K4	0.8083822493
OR4C3	0.8083822493
ZNF792	0.5811378518
MRPL23	0.8083822493
FAM65B	0.6372889501
TOR1AIP1	0.6061764022
TMEM214	2.6969911715
TMEM231	0.8115734993
HEATR8	1.378282588
FAM83C	0.4991354534
EXT2	2.3563028364
RCVRN	0.8020406086
PMM2	0.822364404
ZFPM2	1.8914008748
C4orf6	0.9387214941
ANKRA2	0.8083822493
RABL3	0.8347940604
CSMD2	0.9126658629
FAM196A	0.5980847418
KRT23	0.6926200601
TAAR1	0.8067917436
ARPP21	0.5467021322
KIAA1919	0.6899338527
GLRX3	0.8196117201
ZNF461	0.7075988765
PTPRB	0.8256327562
PNPLA5	0.6819429442
BAG4	0.7089779471
ADAM23	0.5561574333
ALDH1B1	0.592376862
CNOT10	0.6143871538
OR2D3	0.8036209311
UBXN11	0.6026940747
CLCF1	0.8083822493
MPV17L2	0.8052046401
OR6Q1	0.8004636649
GBAS	0.8179971759
AKR1C4	0.7957530278
FAM151A	0.592376862
INPP5E	0.5822512588
C13orf33	0.8067917436
UNC5D	1.9975082505
DUT	0.8067917436
TADA2A	0.7173139703
OR51V1	0.8004636649
ISG15	0.8004636649
ITGBL1	0.679301708
SULF2	1.6587043151
KERA	0.8020406086
LRP12	0.5303210117
